imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
0114168,http://www.imdb.com/title/tt114168,Powder (1995),6.5,Drama|Fantasy|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDczNjYwMV5BMl5BanBnXkFtZTYwNTI3Mjc4._V1_UX182_CR0,0,182,268_AL_.jpg"
0113627,http://www.imdb.com/title/tt113627,Leaving Las Vegas (1995),7.6,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
0114057,http://www.imdb.com/title/tt114057,Othello (1995),6.9,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
0114011,http://www.imdb.com/title/tt114011,Now and Then (1995),6.8,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
0114117,http://www.imdb.com/title/tt114117,Persuasion,7.7,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NzAwNDAyN15BMl5BanBnXkFtZTYwMjYzMDc5._V1_UY268_CR1,0,182,268_AL_.jpg"
0112682,http://www.imdb.com/title/tt112682,The City of Lost Children (1995),7.7,Fantasy|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGQxZDMwYzYtYmFjNi00NWYyLThjZjAtMDJhODZhYTkyZDNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
0115012,http://www.imdb.com/title/tt115012,"Yao a yao, yao dao wai po qiao (1995)",7.2,Crime|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzAwOTQyNF5BMl5BanBnXkFtZTcwNDU1MjgxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
0112792,http://www.imdb.com/title/tt112792,Dangerous Minds (1995),6.4,Biography|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0114746,http://www.imdb.com/title/tt114746,Twelve Monkeys (1995),8.0,Mystery|Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0112431,http://www.imdb.com/title/tt112431,Babe (1995),6.8,Comedy|Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
0112818,http://www.imdb.com/title/tt112818,Dead Man Walking (1995),7.6,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
0113442,http://www.imdb.com/title/tt113442,It Takes Two (1995),5.7,Comedy|Family|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0112697,http://www.imdb.com/title/tt112697,Clueless (1995),6.8,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
0112749,http://www.imdb.com/title/tt112749,"Cry, the Beloved Country (1995)",6.9,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
0114279,http://www.imdb.com/title/tt114279,Richard III (1995),7.5,Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MzMwMzIxMF5BMl5BanBnXkFtZTYwNTM0Nzc5._V1_UY268_CR2,0,182,268_AL_.jpg"
0112819,http://www.imdb.com/title/tt112819,Dead Presidents (1995),6.8,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0NTI0MTM5MV5BMl5BanBnXkFtZTcwMzYwMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
0114272,http://www.imdb.com/title/tt114272,Restoration (1995),6.7,Biography|Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5ODY5MTU5OF5BMl5BanBnXkFtZTYwNjcwNTY5._V1_UY268_CR1,0,182,268_AL_.jpg"
0113855,http://www.imdb.com/title/tt113855,Mortal Kombat (1995),5.8,Action|Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzJhYjYxMTctNmY4My00NGIzLThmN2MtYjgwMjlmZWNjMTJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0114681,http://www.imdb.com/title/tt114681,To Die For (1995),6.8,Comedy|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0113347,http://www.imdb.com/title/tt113347,How to Make an American Quilt (1995),6.2,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzY3NTQ0NTM0NV5BMl5BanBnXkFtZTcwODkwMzgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
0114369,http://www.imdb.com/title/tt114369,Se7en (1995),8.6,Crime|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
0114148,http://www.imdb.com/title/tt114148,Pocahontas (1995),6.7,Animation|Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
0114916,http://www.imdb.com/title/tt114916,When Night Is Falling (1995),6.7,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTU5MDMzN15BMl5BanBnXkFtZTcwMTkxNTEzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
0114814,http://www.imdb.com/title/tt114814,The Usual Suspects (1995),8.6,Crime|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
0113819,http://www.imdb.com/title/tt113819,Mighty Aphrodite (1995),7.1,Comedy|Fantasy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
0110299,http://www.imdb.com/title/tt110299,Lamerica (1994),7.6,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTI5MjU3MF5BMl5BanBnXkFtZTcwMjMzODUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
0112499,http://www.imdb.com/title/tt112499,The Big Green (1995),5.5,Comedy|Family|Sport,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwODc3MDk3Nl5BMl5BanBnXkFtZTcwMTE5NTUyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
0113158,http://www.imdb.com/title/tt113158,Georgia (1995),6.5,Drama|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
0113321,http://www.imdb.com/title/tt113321,Home for the Holidays (1995),6.6,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
0110877,http://www.imdb.com/title/tt110877,Il Postino: The Postman (1994),7.7,Biography|Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NDI4NjQyOV5BMl5BanBnXkFtZTYwODI1NDE5._V1_UY268_CR3,0,182,268_AL_.jpg"
0113419,http://www.imdb.com/title/tt113419,The Indian in the Cupboard (1995),5.9,Drama|Family|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NjQ5NzQxMl5BMl5BanBnXkFtZTcwMDc5NjUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
0116260,http://www.imdb.com/title/tt116260,Eye for an Eye (1996),6.1,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1_UX182_CR0,0,182,268_AL_.jpg"
0113862,http://www.imdb.com/title/tt113862,Mr. Holland's Opus (1995),7.3,Drama|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
0116126,http://www.imdb.com/title/tt116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),6.6,Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0118002,http://www.imdb.com/title/tt118002,Two If by Sea (1996),5.2,Comedy|Crime|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDcxNjY5MV5BMl5BanBnXkFtZTYwNDMxMTk5._V1_UX182_CR0,0,182,268_AL_.jpg"
0115683,http://www.imdb.com/title/tt115683,Bio-Dome (1996),4.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0116839,http://www.imdb.com/title/tt116839,Lawnmower Man 2: Beyond Cyberspace (1996),2.4,Action|Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0113149,http://www.imdb.com/title/tt113149,French Twist (1995),6.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjczMTU1OF5BMl5BanBnXkFtZTcwOTAzNTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
0113118,http://www.imdb.com/title/tt113118,Friday (1995),7.3,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
0116367,http://www.imdb.com/title/tt116367,From Dusk Till Dawn (1996),7.3,Action|Crime|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0113010,http://www.imdb.com/title/tt113010,Fair Game (1995),4.1,Action|Crime|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NjM0MDI1OF5BMl5BanBnXkFtZTcwMDQ1ODMyMQ@@._V1_UY268_CR11,0,182,268_AL_.jpg"
0113537,http://www.imdb.com/title/tt113537,Kicking and Screaming (1995),7.0,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMjkwMzE4Nl5BMl5BanBnXkFtZTcwNzY0NzMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
0113828,http://www.imdb.com/title/tt113828,Les misí©rables (1995),7.5,Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NzgyNTk0N15BMl5BanBnXkFtZTYwNjk4MDU5._V1_UY268_CR2,0,182,268_AL_.jpg"
0115644,http://www.imdb.com/title/tt115644,Bed of Roses (1996),6.1,Romance|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjg4MzcxMzk3M15BMl5BanBnXkFtZTcwNzkzOTMyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
0115676,http://www.imdb.com/title/tt115676,Big Bully (1996),4.5,Comedy|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzAzMmUyNTYtNTQ4Yi00ZDJmLTliMTAtOTFlY2U0ODNiMGNmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
0114367,http://www.imdb.com/title/tt114367,Screamers (1995),6.4,Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0113973,http://www.imdb.com/title/tt113973,Nico Icon (1995),7.3,Documentary|Biography|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
0112744,http://www.imdb.com/title/tt112744,The Crossing Guard (1995),6.3,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjkwNWMyZjQtNmU5MS00ZWE1LWE3NzMtNGZjNTlhYzcwNjIzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
0116731,http://www.imdb.com/title/tt116731,The Juror (1996),5.6,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwOTc5MjYzNl5BMl5BanBnXkFtZTcwMjYzMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
0112445,http://www.imdb.com/title/tt112445,The White Balloon (1995),7.8,Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5ODk5MDAwN15BMl5BanBnXkFtZTYwNDA3MjE5._V1_UX182_CR0,0,182,268_AL_.jpg"
0114660,http://www.imdb.com/title/tt114660,Things to Do in Denver When You're Dead (1995),6.8,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0112379,http://www.imdb.com/title/tt112379,Antonia's Line (1995),7.5,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
0114039,http://www.imdb.com/title/tt114039,Once Upon a Time... When We Were Colored (1995),7.2,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NDk2MDcyNV5BMl5BanBnXkFtZTcwMTQxNTMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
0112365,http://www.imdb.com/title/tt112365,Angels and Insects (1995),7.0,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTgwMTExNjk2M15BMl5BanBnXkFtZTcwNzQxNTEzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
0118158,http://www.imdb.com/title/tt118158,White Squall (1996),6.6,Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NjIzMTI5OV5BMl5BanBnXkFtZTcwMjY0MzAyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
0116151,http://www.imdb.com/title/tt116151,Dunston Checks In (1996),5.3,Comedy|Adventure|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2RhOTA4YzAtNTg3NC00NmYxLWI1YjQtYzM4NTJlYzVhZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0115697,http://www.imdb.com/title/tt115697,Black Sheep (1996),6.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0113972,http://www.imdb.com/title/tt113972,Nick of Time (1995),6.3,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTk4OTM2NF5BMl5BanBnXkFtZTYwNzE4OTc4._V1_UY268_CR3,0,182,268_AL_.jpg"
0117002,http://www.imdb.com/title/tt117002,Mary Reilly (1996),5.8,Drama|Horror|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MzEzNTc2NF5BMl5BanBnXkFtZTYwNTI5NjU5._V1_UY268_CR0,0,182,268_AL_.jpg"
0114825,http://www.imdb.com/title/tt114825,Vampire in Brooklyn (1995),4.5,Comedy|Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWFlYjJiYzUtNWE1YS00YzM5LTkxYzMtN2FlMjI4NTNlNzExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
0115639,http://www.imdb.com/title/tt115639,Beautiful Girls (1996),7.2,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjU0NDM0NV5BMl5BanBnXkFtZTYwODU5MjY5._V1_UY268_CR2,0,182,268_AL_.jpg"
0115759,http://www.imdb.com/title/tt115759,Broken Arrow (1996),6.0,Action|Crime|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTQzMDQwMF5BMl5BanBnXkFtZTYwOTQ1OTk4._V1_UY268_CR3,0,182,268_AL_.jpg"
0113403,http://www.imdb.com/title/tt113403,A Midwinter's Tale (1995),7.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_UX182_CR0,0,182,268_AL_.jpg"
0113247,http://www.imdb.com/title/tt113247,La Haine (1995),8.1,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR3,0,182,268_AL_.jpg"
